I'll Be Home for Christmas,2016,James Brolin,Mena Suvari|Giselle Eisenberg|John Reardon,6.1
Kieszen pelna zyta,1985,Guy Slater,Joan Hickson|Timothy West|Fabia Drake|Clive Merrison,7.7
Alicja w Krainie Czarów,1999,Nick Willing,Tina Majorino|Whoopi Goldberg|Robbie Coltrane|Ben Kingsley,6.3
Zwierciadlo peka w odlamków stos,1992,Norman Stone,Joan Hickson|Claire Bloom|Barry Newman|Norman Rodway,7.5
Switched for Christmas,2017,Lee Friedlander,Candace Cameron Bure|Eion Bailey|Mark Deklin|Natasha Bure,6.7
My Christmas Inn,2018,Peter Sullivan,Tia Mowry-Hardrict|Rob Mayes|Jackée Harry|Tim Reid,6.2
Winter Castle,2019,Marita Grabiak,Emilie Ullerup|Kevin McGarry|Meghan Heffern|Habree Larratt,6.6
Roboshark,2015,Jeffery Scott Lando,Alexis Peterman|Matt Rippy|Nigel Barber|Vanessa Grasse,3.1
A Christmas Duet,2019,Catherine Cyran,Chaley Rose|Rome Flynn|Chiara Zanni|Lane Edwards,6.0
Shrimp,2018,Zelda Williams,Conor Leslie|Paulina Singer|Michael Minto,7.8
Christmas at Graceland,2018,Eric Close,Wes Brown|Kellie Pickler|David Keith|Scott Reeves,5.7
Wizyta inspektora,2015,Aisling Walsh,Sophie Rundle|Lucy Chappell|Miranda Richardson|Ken Stott,7.7
The Most Wonderful Time of the Year,2008,Michael Scott,Brooke Burns|Henry Winkler|Warren Christie|Connor Christopher Levins,7.3
Christmas in Angel Falls,2017,Bradley Walsh,Rachel Boston|Paul Greene|Beau Bridges|Allison Hossack,6.5
Milosc pod choinka,2017,Peter Sullivan,Tatyana Ali|Brendan Fehr|Kim Fields|Cindy Pickett,6.2
The Christmas Secret,2014,Norma Bailey,Bethany Joy Lenz|John Reardon|Susan Hogan|Michael Hogan,7.3
Romance at Reindeer Lodge,2017,Colin Theys,Nicky Whelan|Josh Kelly|Nichole Galicia|Michael Cognata,6.5
Coming Home for Christmas,2017,Mel Damski,Danica McKellar|Neal Bledsoe|Andrew Francis|Lindsay Maxwell,6.8
Nalot na Bin Ladena,2012,John Stockwell,Paulette Victor-Lifton|Cam Gigandet|Jenny Gabrielle|Anson Mount|Freddy Rodríguez,5.7
Masaz calego ciala,1995,Nicolas Roeg,Mimi Rogers|Bryan Brown|Christopher Burgard|Elizabeth Barondes,5.6
Christmas Homecoming,2017,Paul A. Kaufman,Julie Benz|Michael Shanks|Kirsten Robek|Toby Levins,6.4
You Light Up My Christmas,2019,Rhonda Baraka,Kim Fields|Adrian Holmes|Christina Sicoli|Parveen Dosanjh,5.8
Camp Rock 2: Wielki final,2010,Paul Hoen,Demi Lovato|Joe Jonas|Nick Jonas|Kevin Jonas,5.2
A Shoe Addict's Christmas,2018,Michael Robison,Candace Cameron Bure|Luke Macfarlane|Jean Smart|Tenika Davis,6.7
Hairspray Live!,2016,Kenny Leon,Alex Rudzinski|Kristin Chenoweth|Dove Cameron|Billy Eichner|Martin Short,7.0
Christmas Stars,2019,Jennifer Gibson,Erica Durance|J.T. Hodges|Micah Kalisch|Cory Lee,6.7
A Christmas Detour,2015,Ron Oliver,Candace Cameron Bure|Paul Greene|Sarah Strange|David Lewis,6.2
I Want to Marry Ryan Banks,2004,Sheldon Larry,Jason Priestley|Bradley Cooper|Emma Caulfield Ford|Mark L. Walberg,6.2
A Gift Wrapped Christmas,2015,Lee Friedlander,Meredith Hagner|Travis Milne|Anna Van Hooft|Anthony Bolognese,7.2
Christmas Scavenger Hunt,2019,Marita Grabiak,Kim Shaw|Kevin McGarry|Tom Arnold|Kathryn Kohut,6.0
Ucieczka z domu oblakanych,2019,Karen Moncrieff,Christina Ricci|Judith Light|Josh Bowman|Anja Savcic,6.3
Randka z gwiazda,2010,Michael Grossman,Sterling Knight|Danielle Campbell|Maggie Castle|Brandon Mychal Smith,6.1
Program ochrony Ksiezniczek,2009,Allison Liddi-Brown,Demi Lovato|Selena Gomez|Nicholas Braun|Molly Hagan,5.6
Rudolph's Shiny New Year,1976,Jules Bass,Arthur Rankin Jr.|Red Skelton|Frank Gorshin|Morey Amsterdam|Harold Peary,6.7
Twinkle All the Way,2019,Brian Herzlinger,Sarah Drew|Ryan McPartlin|Lesley Ann Warren|Brian Sills,6.5
Family Pictures,2019,Manu Boyer,Jackie Blackmore|Georgia Bradner|Jason Burkart|Chris Cope,6.4
Alley Cats Strike,2000,Rod Daniel,Kyle Schmid|Robert Ri'chard|Kaley Cuoco|Mimi Paley,6.2
Return to Christmas Creek,2018,Don McBrearty,Tori Anderson|Stephen Huszar|Steven Weber|Kari Matchett,6.4
Irlandzkie szczescie,2001,Paul Hoen,Ryan Merriman|Henry Gibson|Alexis Lopez|Glenndon Chatman,6.2
Christmas Reservations,2019,Deanne Foley,Melissa Joan Hart|Michael Gross|Christopher Quartuccio|Gigi Rice,6.0
Christmas Matchmakers,2019,David DeCoteau,Andrew Rogers|Anna Marie Dobbins|Vivica A. Fox|Dorian Gregory,5.2
Ostateczne rozwiazanie,2001,Frank Pierson,Kenneth Branagh|Clare Bullus|Stanley Tucci|Simon Markey,7.7
Home for Christmas,2017,Gary Harvey,Catherine Bell|Victor Webster|Matreya Fedor|Anthony Konechny,6.5
The Christmas Ornament,2013,Mark Jean,Kellie Martin|Cameron Mathison|Jewel Staite|Brendan Meyer,6.9
My Christmas Love,2016,Jeff Fisher,Meredith Hagner|Bobby Campo|Megan Park|Aaron O'Connell,6.4
The Christmas Gift,2015,Fred Olen Ray,Michelle Trachtenberg|Sterling Sulieman|Rick Fox|Lawrence Hilton-Jacobs,5.4
Finding Christmas,2013,Harvey Crossland,Tricia Helfer|J.T. Hodges|Mark Lutz|Cristina Rosato,6.4
The Mistletoe Inn,2017,Alex Wright,Alicia Witt|David Alpay|Lucie Guest|Linden Banks,6.4
Jesus Christ Superstar Live in Concert,2018,David Leveaux,Alex Rudzinski|Sara Bareilles|Alice Cooper|Ben Daniels|Brandon Victor Dixon,7.8
Karen Kingsbury's Maggie's Christmas Miracle,2017,Michael Robison,Jill Wagner|Luke Macfarlane|Lauren Guci|Laura Soltis,6.9
Indie Sex: Extremes,2007,Lisa Ades,Rosanna Arquette|Jami Bernard|Alonso Duralde|Bilge Ebiri,6.9
A Very Nutty Christmas,2018,Colin Theys,Melissa Joan Hart|Barry Watson|Marissa Jaret Winokur|Rizwan Manji,6.2
Christmas Wonderland,2018,Sean Olson,Emily Osment|Ryan Rottman|Kelly Hu|Jacob Buster,6.4
Zenon: The Zequel,2001,Manny Coto,Kirsten Storms|Shadia Simmons|Lauren Maltby|Susan Brady,5.9
Dr. Strange,1978,Philip DeGuere Jr.,Peter Hooten|Clyde Kusatsu|Jessica Walter|Anne-Marie Martin,5.3
Babysitter's Nightmare,2018,Jake Helgren,Brittany Underwood|Jet Jurgensmeyer|Shanica Knowles|Arianne Zucker,4.5
Christmas in Mississippi,2017,Emily Moss Wilson,Jana Kramer|Wes Brown|Faith Ford|Trace Masters,6.5
Romance Retreat,2019,Steve DiMarco,Amanda Schull|Morgan David Jones|Eric Hicks|Patrice Goodman,7.0
It's Christmas Eve,2018,Tibor Takács,LeAnn Rimes|Tyler Hynes|Gwynyth Walsh|Laurie Murdoch,6.6
Maigret zastawia sidla,2016,Ashley Pearce,Rowan Atkinson|Leo Staar|Shaun Dingwall|Alexander Campbell,7.1
Random Acts of Christmas,2019,Marita Grabiak,Erin Cahill|Kevin McGarry|Jaden Oehr|Hamza Fouad,6.6
Cruel Intentions,2016,Roger Kumble,Sarah Michelle Gellar|Anne Winters|Nathalie Kelley|Sarah Thompson,7.6
House of the Witch,2017,Alex Merkin,Emily Bader|Darren Mann|Michelle Randolph|Coy Stewart,4.9
Opactwo Northanger,2007,Jon Jones,Geraldine James|Michael Judd|Julia Dearden|Gerry O'Brien,7.3
Magical Christmas Ornaments,2017,Don McBrearty,Jessica Lowndes|Brendan Penny|Farah Merani|Stephen Huszar,6.3
Mr. 365,2018,Christie Will Wolf,Chelsea Hobbs|Christopher Russell|Matthew Kevin Anderson|Jill Morrison,5.9
Ostatni smokobójca,2016,Jamie Magnus Stone,Adeel Akhtar|Matt Berry|Danielle Bjelic|John Bradley,5.5
Unterm Birnbaum,2019,Uli Edel,Julia Koschitz|Fritz Karl|Katharina Thalbach|Devid Striesow,5.8
Charlotte Link - Im Tal des Fuchses,2020,Till Franzen,Lisa Bitter|Benjamin Sadler|Ludwig Trepte|Katharina Schüttler,5.4
Small Town Prince,2015,Fred Olen Ray,Viva Bianca|Kirk Barker|Aaron O'Connell|Brittany Beery,6.0
Baisers cachés,2016,Didier Bivel,Patrick Timsit|Barbara Schulz|Bruno Putzulu|Bérenger Anceaux,7.3
The Wedding Do Over,2018,W.D. Hogan,Nicole Gale Anderson|Parker Young|Karissa Lee Staples|Alisha Wainwright,6.3
The Mistletoe Promise,2016,David Winning,Jaime King|Luke Macfarlane|Christie Laing|Lochlyn Munro,6.7
Mlodosc Katarzyny,1991,Michael Anderson,Vanessa Redgrave|Christopher Plummer|Franco Nero|Marthe Keller,7.5
The Twisted Nanny,2019,Remo Pini,Tara Erickson|Chantelle Albers|Joey Rae Blair|Stephen Brown,7.6
Grounded for Christmas,2019,Amyn Kaderali,Julianna Guill|Corey Sevier|Cheryl Ladd|Ted Atherton,6.7
Królewskie wakacje,2017,Ernie Barbarash,Merritt Patterson|Jack Donnelly|Samantha Bond|Rhea Bailey,6.5
Christmas in Love,2018,Don McBrearty,Brooke D'Orsay|Daniel Lissing|Mary-Margaret Humes|David Keeley,6.5
Dwunastu gniewnych ludzi,1997,William Friedkin,Jack Lemmon|George C. Scott|Hume Cronyn|Ossie Davis,7.9
My Teacher My Obsession,2018,Damián Romay,Rusty Joiner|Lucy Loken|Laura Bilgeri|Jana Lee Hamblin,4.4
The Year Without a Santa Claus,1974,Jules Bass,Arthur Rankin Jr.|Shirley Booth|Mickey Rooney|Dick Shawn|George S. Irving,7.8
Jesse Stone: Benefit of the Doubt,2012,Robert Harmon,Tom Selleck|Kathy Baker|Kohl Sudduth|Gloria Reuben,7.1
Christmas in Paris,2019,Justin G. Dyck,Rebecca Dalton|Karl E. Landler|Daphne Zuniga|Andrew Jackson,5.1
Strzaly w Stonygates,1991,Norman Stone,Joan Hickson|Jean Simmons|Joss Ackland|Faith Brook,7.3
Miasteczko Halloween,1998,Duwayne Dunham,Debbie Reynolds|Kimberly J. Brown|Judith Hoag|Joey Zimmerman,6.8
When Calls the Heart,2013,Michael Landon Jr.,Maggie Grace|Stephen Amell|Poppy Drayton|Daniel Sharman,6.6
Santa Claus Is Comin' to Town,1970,Jules Bass,Arthur Rankin Jr.|Fred Astaire|Mickey Rooney|Keenan Wynn|Paul Frees,7.7
A Bride for Christmas,2012,Gary Yates,Arielle Kebbel|Andrew W. Walker|Kimberley Sustad|Sage Brocklebank,6.6
Two Turtle Doves,2019,Lesley Demetriades,Nikki Deloach|Michael Rady|Michaela Russell|Zach Tinker,7.0
A Gingerbread Romance,2018,Richard Gabai,Tia Mowry-Hardrict|Duane Henry|Jordana Lajoie|Giles Panton,5.4
Rule of 3,2019,Caroline Labrèche,Kelly Rutherford|Erin Karpluk|Kate Corbett|Joris Jarsky,6.0
Potwór z Cleveland,2015,Alex Kalymnios,Taryn Manning|Raymond Cruz|Katie Sarife|Samantha Droke,6.7
To tylko przyjazn,2018,Annemarie van de Mond,Majd Mardo|Josha Stradowski|Jenny Arean|Tanja Jess,7.1
A Christmas in Vermont,2016,Fred Olen Ray,Abigail Hawk|Chevy Chase|David O'Donnell|Howard Hesseman,5.5
The Cure,2019,Bruce Goodison,Simon Armstrong|Sian Brooke|Georgie Glen|Sandra Huggett,7.2
Atak dinozaurów,2010,Colin Ferguson,Steven Brand|Kirsty Mitchell|Raoul Max Trujillo|Gabriel Womack,3.1
Sleigh Bells Ring,2016,Marita Grabiak,Erin Cahill|David Alpay|Dakota Guppy|Jenna Romanin,6.4
Get a Clue,2002,Maggie Greenwald,Lindsay Lohan|Bug Hall|Ian Gomez|Brenda Song,5.1
Christmas Unleashed,2019,Nimisha Mukerji,Vanessa Lachey|Christopher Russell|Jayne Eastwood|Bethany Brown,5.6
Platki na wietrze,2014,Karen Moncrieff,Heather Graham|Rose McIver|Wyatt Nash|Bailey De Young,6.1
The Wind in the Willows,2006,Rachel Talalay,Matt Lucas|Mark Gatiss|Lee Ingleby|Bob Hoskins,6.4
Over the Moon in Love,2019,Christie Will Wolf,Jessica Lowndes|Wes Brown|Miranda Frigon|Naika Toussaint,6.5
A Christmas Miracle,2019,Tibor Takács,Tamera Mowry-Housley|Brooks Darnell|Kendall Cross|Gabriel Jacob-Cross,6.3
Carrie,2002,David Carson,Angela Bettis|Patricia Clarkson|Rena Sofer|Kandyse McClure,5.5
A Christmas Kiss,2011,John Stimpson,Elisabeth Röhm|Laura Breckenridge|Brendan Fehr|Jerrika Hinton,6.2
Czarodzieje powracaja: Alex kontra Alex,2013,Victor Gonzalez,Selena Gomez|Jake T. Austin|Jennifer Stone|Gregg Sulkin,6.5
Paterno,2018,Barry Levinson,Al Pacino|Kathy Baker|Kenneth Maharaj|Michael Mastro,6.5
Kadet Kelly,2002,Larry Shaw,Hilary Duff|Christy Carlson Romano|Gary Cole|Shawn Ashmore,5.5
Christmas Connection,2017,Steven R. Monroe,Brooke Burns|Tom Everett Scott|Sophie Neudorf|Micheline Marchildon,6.5
Wielki kierowca,2014,Mikael Salomon,Maria Bello|Ann Dowd|Will Harris|Joan Jett,5.6
Milosny algorytm,2018,Justin G. Dyck,Lauren Holly|Morgan Fairchild|Jodie Sweetin|Kimberly-Sue Murray,4.6
Megalodon,2018,James Thomas,Michael Madsen|Caroline Harris|Ego Mikitas|Aimee Stolte,3.0
A Very Vintage Christmas,2019,Tia Mowry-Hardrict,Jesse Hutch|Patricia Richardson|Agam Darshi,6.2
Napisala: Morderstwo - Celtycka zagadka,2003,Anthony Pullen Shaw,Angela Lansbury|Fionnula Flanagan|Tegan West|Cyril O'Reilly,6.9
Agent of Deceit,2019,Michael Feifer,Chelsea Ricketts|Michael Welch|Bryan Lillis|Cara Santana,4.7
Love You Like Christmas,2016,Graeme Campbell,Bonnie Somerville|Brennan Elliott|Madison Brydges|Precious Chong,6.5
My Wife's Secret Life,2019,Jason Bourque,Kate Villanova|Jason Cermak|Matthew MacCaull|Marnie Mahannah,5.8
Jesse Stone: Lost in Paradise,2015,Robert Harmon,Tom Selleck|Kohl Sudduth|Gloria Reuben|Leslie Hope,7.2
Fir Crazy,2013,Craig Pryce,Sarah Lancaster|Eric Johnson|Colin Mochrie|Greg Calderone,6.4
Hometown Holiday,2018,Justin G. Dyck,Sarah Troyer|Bradley Hamilton|Kevin McGarry|Samantha Gracie,5.4
The Doctor Blake Mysteries: Family Portrait,2017,Ian Barry,Craig McLachlan|Nadine Garner|Joel Tobeck|Rick Donald,8.1
Freaky Friday,2018,Steve Carr,Cozi Zuehlsdorff|Heidi Blickenstaff|Jason Maybaum|Alex Désert,3.7
Jack jakiego nie znacie,2010,Barry Levinson,Al Pacino|Brenda Vaccaro|John Goodman|Deirdre O'Connell,7.6
Co bylo a nie jest,2013,Greg Mottola,Larry David|Bill Hader|Philip Baker Hall|Jon Hamm,6.5
Chlopak na swieta,2004,Kevin Connor,Kelli Williams|Patrick Muldoon|Charles Durning|Bruce Thomas,6.5
Rent: Live,2019,Michael Greif,Alex Rudzinski|Vanessa Hudgens|Jordan Fisher|Tinashe|Kiersey Clemons,6.7
V.C. Andrews' Heaven,2019,Paul Shapiro,Annalise Basso|Chris McNally|Julie Benz|James Rittinger,5.8
Christmas in Louisiana,2019,Emily Moss Wilson,Jana Kramer|Percy Daggs III|Moira Kelly|Brian McNamara,5.9
Tajmiaki,2008,Lev L. Spiro,Jason Dolley|Luke Benward|Nicholas Braun|Chelsea Kane,5.8
Harry Price: Ghost Hunter,2015,Alex Pillai,Rafe Spall|Cara Theobold|Richie Campbell|Lewis Reeves,6.7
Wish Upon a Star,1996,Blair Treu,Katherine Heigl|Danielle Harris|Donnie Jeffcoat|Scott Wilkinson,6.7
Christmas Pen Pals,2018,Siobhan Devine,Sarah Drew|Niall Matter|William Vaughan|Jag Bal,7.0
Catch a Christmas Star,2013,John Bradshaw,Shannon Elizabeth|Steve Byers|Julia Lalonde|Kyle Breitkopf,6.3
Tour de doping,2017,Jake Szymanski,Andy Samberg|Orlando Bloom|Freddie Highmore|Joe Buck,7.1
Baby in a Manger,2019,Justin G. Dyck,Monica Rodriguez Knox|Michael Morrone|Caylin Turner|Stacey Bernstein,5.3
Liceum Avalon,2010,Stuart Gillard,Britt Robertson|Samuel Levi|Gregg Sulkin|Joey Pollari,5.7
Royal Hearts,2018,James Brolin,Cindy Busby|Andrew Cooper|Lachlan Nieboer,6.1
A Christmas in Tennessee,2018,Gary Yates,Rachel Boston|Andrew W. Walker|Patricia Richardson|Kate Moyer,6.8
Doctor Who,1996,Geoffrey Sax,Paul McGann|Eric Roberts|Daphne Ashbrook|Sylvester McCoy,6.4
Bottled with Love,2019,David Weaver,Bethany Joy Lenz|Andrew W. Walker|Kate Isaac|Bethany Brown,7.4
Siedem dni w piekle,2015,Jake Szymanski,Andy Samberg|Kit Harington|Fred Armisen|David Copperfield,7.1
Pokój na dwa tygodnie,2019,Caroline Labrèche,Andrea Roth|Kayleigh Choiniere|Katie Douglas|Brian Froud,5.0
Invader ZIM: Enter the Florpus,2019,Hae Young Jung,Young Kyun Park|Jhonen Vasquez|Richard Steven Horvitz|Rikki Simons|Andy Berman|Melissa Fahn,7.5
Finding Santa,2017,David Winning,Jodie Sweetin|Eric Winter|Karen Holness|Jay Brazeau,6.4
Turkey Drop,2019,Jerry Ciccoritti,Olivia Holt|Cheryl Hines|David Hewlett|Ben Levin,6.0
A Very Merry Toy Store,2017,Paula Hart,Melissa Joan Hart|Mario Lopez|Dan Amboyer|Kurt Cole,5.4
Studentki,2010,Emmanuelle Bercot,Déborah François|Alain Cauchi|Mathieu Demy|Benjamin Siksou,6.2
Rekinado 4: Niech szczeki beda z toba,2016,Anthony C. Ferrante,Ian Ziering|Tara Reid|Masiela Lusha|Cody Linley,3.9
A Very Country Christmas,2017,Justin G. Dyck,Greyston Holt|Bea Santos|Greg Vaughan|Deana Carter,6.1
Christmas Made to Order,2018,Sam Irvin,Alexa PenaVega|Jonathan Bennett|Jo Marie Payton|Jacob Young,6.6
My Christmas Prince,2017,Sam Irvin,Alexis Knapp|Callum Alexander|Pamela Sue Martin|Parker Stevenson,5.2
Treasure Island,1990,Fraser C. Heston,Charlton Heston|Christian Bale|Oliver Reed|Christopher Lee,7.2
Staging Christmas,2019,Amy Barrett,Soleil Moon Frye|George Stults|Jaleel White|Mia Clark,5.6
Believe Me: The Abduction of Lisa McVey,2018,Jim Donovan,Shelby Bain|Alexandra Castillo|Katie Douglas|David James Elliott,7.2
A Joyous Christmas,2017,Allan Harmon,Natalie Knepp|Michael Rady|Bonnie Bedelia|Steve Bacic,6.2
Hope at Christmas,2018,Alex Wright,Scottie Thompson|Ryan Paevey|Erica Tremblay|Colleen Winton,6.5
Cinderella,1965,Charles S. Dubin,Ginger Rogers|Walter Pidgeon|Celeste Holm|Jo Van Fleet,7.8
Do konca,2016,Jay Roach,Bryan Cranston|Anthony Mackie|Melissa Leo|Frank Langella,7.3
A Perfect Christmas,2016,Brian K. Roberts,Susie Abromeit|Dillon Casey|Erin Gray|Neil Crone,6.3
Pochowaj me serce w Wounded Knee,2007,Yves Simoneau,Aidan Quinn|Adam Beach|August Schellenberg|Anna Paquin,7.1
Obywatel X,1995,Chris Gerolmo,Stephen Rea|Donald Sutherland|Max von Sydow|Jeffrey DeMunn,7.6
Christmas Perfection,2018,David Jackson,Caitlin Thompson|James Henri-Thomas|Robbie Silverman|Rachel-Mae Brady,5.6
The Boy in the Dress,2014,Matt Lipsey,Billy Kennedy|Felicity Montagu|Tim McInnerny|Temi Orelaja,6.5
Sexy Nurses,2017,Cindy Lucas,Gigi Allens|Billy Chappell|Frankie Cullen|Zoey Doll,6.4
Enchanted Christmas,2017,Terry Cunningham,Alexa PenaVega|Carlos PenaVega|Rene Rivera|Jaynee-Lynne Kinchen,5.9
A December Bride,2016,David Winning,Jessica Lowndes|Daniel Lissing|Jay Hindle|Pauline Egan,6.9
Welcome to Christmas,2018,Gary Harvey,Eric Mabius|Jennifer Finnigan|Susan Hogan|Lauren McNamara,6.4
Rodzice miejcie sie na bacznosci II,1986,Ron Maxwell,Hayley Mills|Tom Skerritt|Carrie Kei Heim|Bridgette Andersen,6.3
One Starry Christmas,2014,John Bradshaw,Sarah Carter|Damon Runyan|Paul Popowich|Kathleen Laskey,6.7
Nianie w akcji,2016,John Schultz,Sabrina Carpenter|Sofia Carson|Nikki Hahn|Mallory James Mahoney,6.0
The Boy Who Cried Werewolf,2010,Eric Bross,Victoria Justice|Chase Ellison|Anna Galvin|Matt Winston,6.0
Christmas Lodge,2011,Terry Ingram,Erin Karpluk|Michael Shanks|Rukiya Bernard|Rebecca Toolan,6.3
Zmiana w grze,2012,Jay Roach,Ed Harris|Julianne Moore|Woody Harrelson|Peter MacNicol,7.4
The Black Velvet Gown,1991,Norman Stone,Bob Peck|Janet McTeer|Geraldine Somerville|Brendan P. Healy,7.1
Foglyok,2019,Kristóf Deák,Eliza Sodró|Zsófia Szamosi|Ernõ Fekete|Levente Molnár,7.1
Rekinado 5: Efekt pletwiarniany,2017,Anthony C. Ferrante,Ian Ziering|Tara Reid|Cassandra Scerbo|Billy Barratt,3.9
The IT Crowd,2006,Rocky Carroll,Shea Curry|Jessica St. Clair|Joel McHale,6.5
Powrót króla,1980,Jules Bass,Arthur Rankin Jr.|Orson Bean|John Huston|Theodore Bikel|William Conrad,5.7
Milosc przychodzi powoli,2003,Michael Landon Jr.,Katherine Heigl|Dale Midkiff|Corbin Bernsen|Skye McCole Bartusiak,7.3
Jesse Stone: Smierc w raju,2006,Robert Harmon,Tom Selleck|Viola Davis|Kohl Sudduth|Orla Brady,7.2
Mistress Hunter,2018,Penelope Buitenhuis,Lauralee Bell|Martin Copping|Lauren Plaxco|Lydia Look,5.0
Psycho IV: The Beginning,1990,Mick Garris,Anthony Perkins|CCH Pounder|Henry Thomas|Olivia Hussey,5.5
Zanim zyli dlugo i zaplatani,2017,Tom Caulfield,Stephen Sandoval|Zachary Levi|Mandy Moore|Eden Espinosa|Clancy Brown,6.6
Thinking XXX,2004,Timothy Greenfield-Sanders,Sunrise Adams|Briana Banks|Belladonna|Seymore Butts,6.0
The Christmas Chalet,2019,Jennifer Gibson,Erica Durance|Robin Dunne|Elva Mai Hoover|Micah Kalisch,7.0
Moonlight & Mistletoe,2008,Karen Arthur,Tom Arnold|Candace Cameron Bure|Barbara Niven|Matt Walton,6.3
Billionaire Boy,2016,Matt Lipsey,Tupele Dorgu|John Thomson|Patrick Kerins|Sean McKenzie,5.4
12 Dates of Christmas,2011,James Hayman,Laura Miyata|Vijay Mehta|Amy Smart|Audrey Dwyer,6.3
Jesse Stone: Przemiana,2007,Robert Harmon,Tom Selleck|Kathy Baker|Kohl Sudduth|Rebecca Pidgeon,7.2
Magic Stocking,2015,David Winning,Bridget Regan|Victor Webster|Iris Quinn|Imogen Tear,6.5
I badz tu madra,2005,Francine McDougall,Jordan Danger|Whitney Sloan|Cristine Rose|Ryan Malgarini,5.8
Critters Attack!,2019,Bobby Miller,Tashiana Washington|Ava Preston|Jack Fulton|Jaeden Noel,3.7
The Secret Sex Life of a Single Mom,2014,John L'Ecuyer,Ashley Jones|Alex Carter|Scott Gibson|Evan Brzozowski,4.6
Johnny Kapahala: Back on Board,2007,Eric Bross,Brandon Baker|Jake T. Austin|Cary-Hiroyuki Tagawa|Robyn Lively,5.5
The Lady Vanishes,2013,Diarmuid Lawrence,Tuppence Middleton|Keeley Hawes|Julian Rhind-Tutt|Sandy McDade,6.1
And Baby Will Fall,2011,Bradley Walsh,Anastasia Griffith|Brendan Fehr|Clea DuVall|Stephen Lobo,5.6
Oni czasami wracaja,1991,Tom McLoughlin,Tim Matheson|Brooke Adams|Robert Rusler|Chris Demetral,5.7
Fanatic,2019,Keith L. Smith,Denyce Lawton|Hosea Chanchez|Michelle Mitchenor|Darius McCrary,2.9
A Nutcracker Christmas,2016,Michael Lembeck,Amy Acker|Sascha Radetsky|Sophia Lucia|Catherine Mary Stewart,6.6
Zebra Lounge,2001,Kari Skogland,Stephen Baldwin|Cameron Daddo|Kristy Swanson|Brandy Ledford,4.8
Gargoyles,1972,Bill Norton,Cornel Wilde|Jennifer Salt|Grayson Hall|Bernie Casey,6.2
A Twist of Christmas,2018,David Winning,Vanessa Lachey|Brendon Zub|Rick Fox|Christian Convery,6.4
Finding Father Christmas,2016,Terry Ingram,Erin Krakow|Niall Matter|P. Lynn Johnson|Michael Kopsa,6.9
Best Christmas Ball Ever,2019,Nick Lyon,Elisabeth Harnois|Christian Oliver|Samuel Hunt|Julia Dietze,7.1
Christmas Incorporated,2015,Jonathan Wright,Shenae Grimes-Beech|Steve Lund|Ron Lea|Hannah Spear,6.5
The Boy in the Plastic Bubble,1976,Randal Kleiser,John Travolta|Glynnis O'Connor|Robert Reed|Diana Hyland,5.7
Wymarzony luzer,2011,Jeffrey Hornaday,Sarah Hyland|Matt Prokop|Sasha Pieterse|Jordan Nichols,6.4
Na torze,2003,Duwayne Dunham,Beverley Mitchell|Brie Larson|Jon Lindstrom|Jodi Russell,6.2
Family for Christmas,2015,Amanda Tapping,Lacey Chabert|Tyron Leitso|Milli Wilkinson|Audrey Smallman,6.3
Stuart: Spojrzenie w przeszlosc,2007,David Attwood,Benedict Cumberbatch|Tom Hardy|Nicola Duffett|Claire-Louise Cordwell,7.9
Christmas Next Door,2017,Jonathan Wright,Jesse Metcalfe|Fiona Gubelmann|Brittany Bristow|Jenna Weir,6.7
Zbyt wielcy by upasc,2011,Curtis Hanson,James Woods|John Heard|William Hurt|Erin Dilly,7.3
Ucieczka na Gore Czarownic,1995,Peter Rader,Robert Vaughn|Elisabeth Moss|Erik von Detten|Sam Horrigan,6.5
Sexy Wives Sinsations,2013,Jim Wynorski,Cindy Lucas|Melissa Jacobs|Kylee Nash|Frankie Cullen,5.2
November Christmas,2010,Robert Harmon,Sam Elliott|John Corbett|Sarah Paulson|Karen Allen,7.6
Sunset Limited,2011,Tommy Lee Jones,Samuel L. Jackson,7.4
Center Stage: On Pointe,2016,Director X.,Nicole Muñoz|Kenny Wormald|Barton Cowperthwaite|Chloe Lukasiak,5.9
Love Unleashed,2019,Christie Will Wolf,Jen Lilley|Christopher Russell|Bailey Skodje|Donna Benedicto,6.4
Emma,1996,Diarmuid Lawrence,Kate Beckinsale|Bernard Hepton|Mark Strong|Samantha Bond,7.0
Sweet Mountain Christmas,2019,David Weaver,Megan Hilty|Marcus Rosner|Teryl Rothery|Kate Isaac,6.1
The Christmas Card,2006,Stephen Bridgewater,Edward Asner|John Newton|Alice Evans|Lois Nettleton,7.0
The Christmas Temp,2019,Bill Corcoran,Sara Canning|Robin Dunne|Julian Richings|Farrah Aviva,5.4
The Matchmaker Mysteries: A Killer Engagement,2019,David Mackay,Danica McKellar|Victor Webster|Bruce Boxleitner|Cory Lee,6.5
Dracula,2006,Bill Eagles,David Suchet|Marc Warren|Dan Stevens|Sophia Myles,5.1
The Blake Mysteries: Ghost Stories,2018,Ian Barry,Nadine Garner|Joel Tobeck|Belinda McClory|Tom Wren,7.3
Jonas,2018,Christophe Charrier,Félix Maritaud|Nicolas Bauwens|Tommy Lee Baïk|Aure Atika,7.0
Hearts of Christmas,2016,Monika Mitchell,Emilie Ullerup|Kristoffer Polaha|Sharon Lawrence|Yan-Kay Crystal Lowe,6.8
