Contraband,2012,Baltasar Kormákur,Mark Wahlberg|Kate Beckinsale,6.8
Cracks,2009,Jordan Scott,Eva Green|Juno Temple,7.1
Failure to Launch,2006,Tom Dey,Matthew McConaughey|Sarah Jessica Parker,6.2
Daredevil,2003,Mark Steven Johnson,Ben Affleck|Jennifer Garner,5.7
The Voices,2014,Marjane Satrapi,Ryan Reynolds|Gemma Arterton,6.3
The Strangers,2008,Bryan Bertino,Liv Tyler|Scott Speedman,5.9
Pokémon Detective Pikachu,2019,Rob Letterman,Ryan Reynolds|Justice Smith,6.5
Wszystko bedzie dobrze,2007,Tomasz Wiszniewski,Robert Wieckiewicz|Adam Werstak,7.5
Jack Ryan: Shadow Recruit,2014,Kenneth Branagh,Chris Pine|Keira Knightley,6.1
Twardowsky 2.0,2016,Tomasz Baginski,Robert Wieckiewicz|Aleksandra Kasprzyk,7.8
The Switch,2010,Josh Gordon,Jennifer Aniston|Jason Bateman,6.4
Half Nelson,2006,Ryan Fleck,Ryan Gosling|Anthony Mackie,6.9
Woman in Gold,2015,Simon Curtis,Helen Mirren|Ryan Reynolds,7.3
Over the Hedge,2006,Tim Johnson,None,6.7
Saw IV,2007,Darren Lynn Bousman,Tobin Bell|Costas Mandylor,6.0
My Best Friend's Wedding,1997,P.J. Hogan,Julia Roberts|Dermot Mulroney,6.5
Dolor y gloria,2019,Pedro Almodóvar,Antonio Banderas|Penélope Cruz,7.5
Precious,2009,Lee Daniels,Gabourey Sidibe|Mo'Nique,7.4
Run All Night,2015,Jaume Collet-Serra,Liam Neeson|Ed Harris,6.6
Safe,2012,Boaz Yakin,Jason Statham|Catherine Chan,6.8
The Last Airbender,2010,M. Night Shyamalan,Noah Ringer|Dev Patel,5.4
Diario de una ninfómana,2008,Christian Molina,Belén Fabra|Pedro Gutiérrez,6.1
Cassandra's Dream,2007,Woody Allen,Ewan McGregor|Colin Farrell,6.7
Vantage Point,2008,Pete Travis,Dennis Quaid|Matthew Fox,7.0
Twardowsky,2015,Tomasz Baginski,Robert Wieckiewicz|Aleksandra Kasprzyk,7.8
Five Feet Apart,2019,Justin Baldoni,Haley Lu Richardson|Cole Sprouse,7.6
The Sisterhood of the Traveling Pants,2005,Ken Kwapis,Alexis Bledel|Blake Lively,6.6
Mój Nikifor,2004,Krzysztof Krauze,Krystyna Feldman|Roman Gancarczyk,6.9
Pitch Perfect 2,2015,Elizabeth Banks,Anna Kendrick|Rebel Wilson,6.6
The Fifth Estate,2013,Bill Condon,Benedict Cumberbatch|Daniel Brühl,6.2
W pustyni i w puszczy,2001,Gavin Hood,Adam Fidusiewicz|Karolina Sawka,5.7
The Maker,2011,Christopher Kezelos,None,7.9
Los Ojos de Julia,2010,Guillem Morales,Belén Rueda|Lluís Homar,6.4
Seeking a Friend for the End of the World,2012,Lorene Scafaria,Steve Carell|Keira Knightley,6.3
Banlieue 13: Ultimatum,2009,Patrick Alessandrin,Philippe Torreton|Cyril Raffaelli,7.1
Broken City,2013,Allen Hughes,Mark Wahlberg|Russell Crowe,6.5
Happy Feet,2006,George Miller,Charlotte Gillman|Warren Coleman,6.5
G.I. Joe: The Rise of Cobra,2009,Stephen Sommers,Channing Tatum|Sienna Miller,6.2
Under the Tuscan Sun,2003,Audrey Wells,Diane Lane|Raoul Bova,7.0
13 Hours: The Secret Soldiers of Benghazi,2016,Michael Bay,John Krasinski|James Badge Dale,7.4
The Gift,2015,Joel Edgerton,Jason Bateman|Rebecca Hall,6.5
The Astronaut's Wife,1999,Rand Ravich,Johnny Depp|Charlize Theron,6.3
Frankenstein,1994,Kenneth Branagh,Robert De Niro|Kenneth Branagh,7.4
Wildlife,2018,Paul Dano,Carey Mulligan|Jake Gyllenhaal,6.6
Hrútar,2015,Grímur Hákonarson,Sigurður Sigurjónsson|Theódór Júliusson,7.2
The Physician,2013,Philipp Stölzl,Tom Payne|Stellan Skarsgård,7.4
Chicken Run,2000,Nick Park,None,6.2
Un homme à la hauteur,2016,Laurent Tirard,Jean Dujardin|Virginie Efira,6.5
The Karate Kid,2010,Harald Zwart,Jackie Chan|Jaden Smith,6.6
Get the Gringo,2012,Adrian Grunberg,Mel Gibson|Kevin Hernandez,6.8
Czlowiek z zelaza,1981,Andrzej Wajda,Jerzy Radziwilowicz|Krystyna Janda,7.6
Shi Mian Mai Fu,2004,Yimou Zhang,Takeshi Kaneshiro|Andy Lau,7.3
The Princess Diaries 2: Royal Engagement,2004,Garry Marshall,Anne Hathaway|Heather Matarazzo,6.3
Victor Frankenstein,2015,Paul McGuigan,Daniel Radcliffe|James McAvoy,5.8
Remember the Titans,2000,Boaz Yakin,Denzel Washington|Will Patton,7.8
Undisputed III: Redemption,2010,Isaac Florentine,Scott Adkins|Mykel Shannon Jenkins,7.6
The Girl Next Door,2007,Gregory Wilson,Blythe Auffarth|Daniel Manche,7.0
The Shallows,2016,Jaume Collet-Serra,Blake Lively|Óscar Jaenada,5.7
Spread,2009,David Mackenzie,Anne Heche|Ashton Kutcher,5.6
Festen,1998,Thomas Vinterberg,Ulrich Thomsen|Henning Moritzen,7.8
Stigmata,1999,Rupert Wainwright,Patricia Arquette|Gabriel Byrne,7.0
Book of Life,2014,Jorge R. Gutiérrez,None,7.6
No Man's Land,2001,Danis Tanovic,Branko Djuric|Rene Bitorajac,7.7
Rio,2011,Carlos Saldanha,None,6.9
RoboCop,1987,Paul Verhoeven,Peter Weller|Nancy Allen,6.8
February,2015,Oz Perkins,Emma Roberts|Kiernan Shipka,5.6
Shaun of the Dead,2004,Edgar Wright,Simon Pegg|Kate Ashfield,6.7
Rounders,1998,John Dahl,Matt Damon|Edward Norton,7.4
The Ring Two,2005,Hideo Nakata,Naomi Watts|Simon Baker,6.3
The Boy Next Door,2015,Rob Cohen,Jennifer Lopez|Ryan Guzman,5.5
Beasts of the Southern Wild,2012,Benh Zeitlin,Quvenzhané Wallis|Dwight Henry,6.8
Blindness,2008,Fernando Meirelles,Julianne Moore|Mark Ruffalo,6.3
Elle,2016,Paul Verhoeven,Isabelle Huppert|Laurent Lafitte,6.5
Amok,2017,Kasia Adamik,Mateusz Kosciukiewicz|Lukasz Simlat,5.8
Mou gaan dou,2002,Wai-keung Lau,Andy Lau|Tony Leung Chiu Wai,7.6
Cat on a Hot Tin Roof,1958,Richard Brooks,Paul Newman|Elizabeth Taylor,7.9
The Runaways,2010,Floria Sigismondi,Kristen Stewart|Dakota Fanning,7.1
Of Mice and Men,1992,Gary Sinise,John Malkovich|Gary Sinise,7.9
Delicatessen,1991,Jean-Pierre Jeunet,Dominique Pinon|Marie-Laure Dougnac,7.4
The Back-Up Plan,2010,Alan Poul,Jennifer Lopez|Alex O'Loughlin,6.3
Czerwony pajak,2015,Marcin Koszalka,Filip Plawiak|Adam Woronowicz,5.6
The Burning Plain,2008,Guillermo Arriaga,Charlize Theron|Kim Basinger,7.1
The Hurricane,1999,Norman Jewison,Denzel Washington|Vicellous Shannon,7.7
Dune,1984,David Lynch,Francesca Annis|Kyle MacLachlan,6.9
The Million Dollar Hotel,2000,Wim Wenders,Jeremy Davies|Mel Gibson,7.1
Rendition,2007,Gavin Hood,Jake Gyllenhaal|Reese Witherspoon,7.0
Abre los ojos,1997,Alejandro Amenábar,Eduardo Noriega|Penélope Cruz,7.6
Bin-jip,2004,Ki-duk Kim,Seung-yeon Lee|Jae Hee,7.7
House at the End of the Street,2012,Mark Tonderai,Jennifer Lawrence|Elisabeth Shue,6.1
On the Waterfront,1954,Elia Kazan,Marlon Brando|Karl Malden,7.7
American Honey,2016,Andrea Arnold,Sasha Lane|Shia LaBeouf,6.6
Midnight Cowboy,1969,John Schlesinger,Jon Voight|Sylvia Miles,7.6
Killing Them Softly,2012,Andrew Dominik,Brad Pitt|Scoot McNairy,5.8
Tom à la Ferme,2013,Xavier Dolan,Xavier Dolan|Pierre-Yves Cardinal,7.0
All Dogs Go to Heaven,1989,Don Bluth,None,7.6
La Cité des enfants perdus,1995,Jean-Pierre Jeunet,Ron Perlman|Daniel Emilfork,7.4
Let Me In,2010,Matt Reeves,Kodi Smit-McPhee|Chloë Grace Moretz,6.2
The Best Exotic Marigold Hotel,2011,John Madden,Judi Dench|Bill Nighy,7.0
Dark City,1998,Alex Proyas,Rufus Sewell|Kiefer Sutherland,7.3
Kroll,1991,Wladyslaw Pasikowski,Olaf Lubaszenko|Boguslaw Linda,7.2
General Nil,2009,Ryszard Bugajski,Olgierd Lukaszewicz|Alicja Jachiewicz,7.4
Kelly's Heroes,1970,Brian G. Hutton,Clint Eastwood|Telly Savalas,7.6
Under the Skin,2013,Jonathan Glazer,Scarlett Johansson|Paul Brannigan,5.5
Twarz,2017,Malgorzata Szumowska,Mateusz Kosciukiewicz|Agnieszka Podsiadlik,6.0
Journey 2: The Mysterious Island,2012,Brad Peyton,Dwayne Johnson|Michael Caine,6.2
The Holy Mountain,1973,Alejandro Jodorowsky,Alejandro Jodorowsky|Horacio Salinas,7.7
The King,2019,David Michôd,Timothée Chalamet|Ben Mendelsohn,7.1
Dans la maison,2012,François Ozon,Fabrice Luchini|Ernst Umhauer,7.1
Sztos,1997,Olaf Lubaszenko,Jan Nowicki|Cezary Pazura,7.0
Ghostbusters,2016,Paul Feig,Melissa McCarthy|Kristen Wiig,4.9
Tag,2018,Jeff Tomsic,Ed Helms|Jake Johnson,6.5
The Hitchhiker's Guide to the Galaxy,2005,Garth Jennings,Martin Freeman|Sam Rockwell,6.7
The Man from Earth,2007,Richard Schenkman,John Billingsley|Ellen Crawford,7.2
Der Himmel über Berlin,1987,Wim Wenders,Bruno Ganz|Solveig Dommartin,7.9
Fifty Shades Freed,2018,James Foley,Dakota Johnson|Jamie Dornan,5.5
Tideland,2005,Terry Gilliam,Jodelle Ferland|Janet McTeer,7.1
La famille Bélier,2014,Eric Lartigau,Louane Emera|Karin Viard,7.2
Spalovac mrtvol,1968,Juraj Herz,Rudolf Hrusinsky|Vlasta Chramostova,7.9
La Strada,1954,Federico Fellini,Anthony Quinn|Giulietta Masina,7.9
Petla,1957,Wojciech Has,Gustaw Holoubek|Aleksandra Slaska,7.9
Goal!,2005,Danny Cannon,Kuno Becker|Alessandro Nivola,7.3
The Bridge on the River Kwai,1957,David Lean,William Holden|Alec Guinness,7.6
Hitman: Agent 47,2015,Aleksander Bach,Rupert Friend|Hannah Ware,5.7
Wiedzmin,2001,Marek Brodzki,Michal Zebrowski|Zbigniew Zamachowski,3.9
The Unbearable Lightness of Being,1988,Philip Kaufman,Daniel Day-Lewis|Juliette Binoche,7.2
Motherless Brooklyn,2019,Edward Norton,Edward Norton|Gugu Mbatha-Raw,6.8
Trouble with the Curve,2012,Robert Lorenz,Clint Eastwood|Amy Adams,7.0
The Butterfly Effect 2,2006,John R. Leonetti,Eric Lively|Erica Durance,5.5
Obywatel,2014,Jerzy Stuhr,Jerzy Stuhr|Maciej Stuhr,5.7
Eastern Promises,2007,David Cronenberg,Viggo Mortensen|Naomi Watts,7.2
Beastly,2011,Daniel Barnz,Alex Pettyfer|Vanessa Hudgens,6.4
xXx: Return of Xander Cage,2017,D.J. Caruso,Vin Diesel|Donnie Yen,5.7
Dywizjon 303. Historia prawdziwa,2018,Denis Delic,Maciej Zakoscielny|Piotr Adamczyk,6.2
The Witches of Eastwick,1987,George Miller,Jack Nicholson|Cher,7.0
Sieranevada,2016,Cristi Puiu,Mimi Branescu|Dana Dogaru,7.2
Upside Down,2012,Juan Diego Solanas,Jim Sturgess|Kirsten Dunst,6.2
Primer,2004,Shane Carruth,Shane Carruth|David Sullivan,6.6
Mon roi,2015,Maïwenn,Vincent Cassel|Emmanuelle Bercot,7.2
Flags of Our Fathers,2006,Clint Eastwood,Ryan Phillippe|Jesse Bradford,7.1
Kubo and the Two Strings,2016,Travis Knight,None,7.5
Bez wstydu,2012,Filip Marczewski,Mateusz Kosciukiewicz|Agnieszka Grochowska,5.4
The Secret Garden,1993,Agnieszka Holland,Kate Maberly|Heydon Prowse,7.4
Christmas Vacation,1989,Jeremiah S. Chechik,Chevy Chase|Beverly D'Angelo,7.3
My Fair Lady,1964,George Cukor,Audrey Hepburn|Rex Harrison,7.7
Downsizing,2017,Alexander Payne,Matt Damon|Christoph Waltz,5.3
Climax,2018,Gaspar Noé,Sofia Boutella|Romain Guillermic,7.0
Saturday Night Fever,1977,John Badham,John Travolta|Karen Lynn Gorney,7.1
Martyrs,2008,Pascal Laugier,Morjana Alaoui|Mylène Jampanoï,6.3
Bee Movie,2007,Steve Hickner,None,6.4
The Fly,1986,David Cronenberg,Jeff Goldblum|Geena Davis,7.1
Edge of Darkness,2010,Martin Campbell,Mel Gibson|Ray Winstone,6.6
The Taking of Pelham 1 2 3,2009,Tony Scott,Denzel Washington|John Travolta,6.6
G.I. Joe: Retaliation,2013,Jon M. Chu,Dwayne Johnson|Bruce Willis,6.1
Underworld: Blood Wars,2016,Anna Foerster,Kate Beckinsale|Theo James,5.9
Nieznajomi,2019,Tadeusz Sliwa,Maja Ostaszewska|Tomasz Kot,7.1
The Frozen Ground,2013,Scott Walker,Nicolas Cage|John Cusack,6.7
Saw V,2008,David Hackl,Tobin Bell|Costas Mandylor,6.1
Good Luck Chuck,2007,Mark Helfrich,Dane Cook|Jessica Alba,6.4
Frances Ha,2012,Noah Baumbach,Greta Gerwig|Mickey Sumner,7.0
The Haunting in Connecticut,2009,Peter Cornwell,Virginia Madsen|Elias Koteas,6.6
Akira,1988,Katsuhiro Ôtomo,None,7.8
Dead Man Walking,1995,Tim Robbins,Susan Sarandon|Sean Penn,7.6
Holy Motors,2012,Leos Carax,Denis Lavant|Édith Scob,6.8
My Best Friend's Girl,2008,Howard Deutch,Lizzy Caplan|Jason Biggs,6.5
Spy Kids,2001,Robert Rodriguez,Carla Gugino|Antonio Banderas,5.3
Cría cuervos,1976,Carlos Saura,Geraldine Chaplin|Florinda Chico,7.9
Bandyta,1997,Maciej Dejczer,Til Schweiger|Polly Walker,7.4
The Skeleton Key,2005,Iain Softley,Kate Hudson|Gena Rowlands,6.9
Sleuth,2007,Kenneth Branagh,Michael Caine|Jude Law,7.2
Unfaithful,2002,Adrian Lyne,Richard Gere|Diane Lane,7.2
Secretary,2002,Steven Shainberg,James Spader|Maggie Gyllenhaal,6.5
Brüno,2009,Larry Charles,Sacha Baron Cohen|Gustaf Hammarsten,4.7
Wasabi,2001,Gérard Krawczyk,Jean Reno|Ryôko Hirosue,6.8
The Chronicles of Narnia: The Silver Chair,2020,Joe Johnston,None,8.9
Francuski numer,2006,Robert Wichrowski,Karolina Gruszka|Jan Frycz,5.3
My Own Private Idaho,1991,Gus Van Sant,River Phoenix|Keanu Reeves,7.2
What If,2013,Michael Dowse,Daniel Radcliffe|Zoe Kazan,6.5
The Little Death,2014,Josh Lawson,Bojana Novakovic|Josh Lawson,6.5
Demony wojny wg Goi,1998,Wladyslaw Pasikowski,Boguslaw Linda|Tadeusz Huk,6.9
The Last Emperor,1987,Bernardo Bertolucci,John Lone|Joan Chen,7.3
La ragazza nella nebbia,2017,Donato Carrisi,Toni Servillo|Alessio Boni,7.1
Tolkien,2019,Dome Karukoski,Nicholas Hoult|Lily Collins,6.7
Astérix et Obélix: Au Service de Sa Majesté,2012,Laurent Tirard,Gérard Depardieu|Edouard Baer,6.1
The Human Centipede (First Sequence),2009,Tom Six,Dieter Laser|Ashley C. Williams,3.5
Jungle,2017,Greg McLean,Daniel Radcliffe|Thomas Kretschmann,6.6
À bout de souffle,1960,Jean-Luc Godard,Jean Seberg|Jean-Paul Belmondo,7.6
Le passé,2013,Asghar Farhadi,Bérénice Bejo|Tahar Rahim,7.0
Pet Sematary,2019,Kevin Kolsch,Jason Clarke|Amy Seimetz,5.6
Wall Street: Money Never Sleeps,2010,Oliver Stone,Michael Douglas|Shia LaBeouf,6.4
Papusza,2013,Joanna Kos-Krauze,Jowita Budnik|Zbigniew Walerys,7.3
Pride and Glory,2008,Gavin O'Connor,Edward Norton|Colin Farrell,7.0
Kabhi Khushi Kabhie Gham...,2001,Karan Johar,Amitabh Bachchan|Jaya Bachchan,6.9
Paranormal Activity 3,2011,Henry Joost,Lauren Bittner|Christopher Nicholas Smith,5.8
The Room,2003,Tommy Wiseau,Tommy Wiseau|Juliette Danielle,2.8
Forgetting Sarah Marshall,2008,Nicholas Stoller,Jason Segel|Kristen Bell,6.1
Practical Magic,1998,Griffin Dunne,Sandra Bullock|Nicole Kidman,6.8
Zack and Miri Make a Porno,2008,Kevin Smith,Elizabeth Banks|Seth Rogen,6.0
From Paris with Love,2010,Pierre Morel,John Travolta|Jonathan Rhys Meyers,6.8
Naked Lunch,1991,David Cronenberg,Peter Weller|Judy Davis,7.2
Bedtime Stories,2008,Adam Shankman,Adam Sandler|Courteney Cox,6.7
Not Another Teen Movie,2001,Joel Gallen,Chyler Leigh|Chris Evans,5.7
Miss Congeniality 2: Armed and Fabulous,2005,John Pasquin,Sandra Bullock|Regina King,6.0
Viskningar och rop,1972,Ingmar Bergman,Harriet Andersson|Kari Sylwan,7.8
O Brother Where Art Thou?,2000,Joel Coen,George Clooney|John Turturro,7.3
Dr. No,1962,Terence Young,Sean Connery|Ursula Andress,7.3
Battle: Los Angeles,2011,Jonathan Liebesman,Aaron Eckhart|Michelle Rodriguez,5.6
Fool's Gold,2008,Andy Tennant,Matthew McConaughey|Kate Hudson,6.4
The Edge of Love,2008,John Maybury,Sienna Miller|Keira Knightley,6.8
Everybody's Fine,2009,Kirk Jones,Robert De Niro|Drew Barrymore,7.0
Jack the Giant Slayer,2013,Bryan Singer,Nicholas Hoult|Eleanor Tomlinson,6.2
Chrzest,2010,Marcin Wrona,Wojciech Zielinski|Tomasz Schuchardt,7.0
Stuart Little,1999,Rob Minkoff,Geena Davis|Hugh Laurie,6.1
Larry Crowne,2011,Tom Hanks,Tom Hanks|Julia Roberts,6.3
Seppuku,1962,Masaki Kobayashi,Tatsuya Nakadai|Rentarô Mikuni,8.0
Nine Lives,2016,Barry Sonnenfeld,Kevin Spacey|Jennifer Garner,6.1
Morning Glory,2010,Roger Michell,Rachel McAdams|Harrison Ford,6.3
Joan of Arc,1999,Luc Besson,Milla Jovovich|John Malkovich,6.9
Murder by Numbers,2002,Barbet Schroeder,Sandra Bullock|Ben Chaplin,6.8
The Legend of Zorro,2005,Martin Campbell,Antonio Banderas|Catherine Zeta-Jones,6.6
To nie tak jak myslisz kotku,2008,Slawomir Krynski,Jan Frycz|Katarzyna Figura,5.1
The Perfect Storm,2000,Wolfgang Petersen,George Clooney|Mark Wahlberg,7.0
Corki dancingu,2015,Agnieszka Smoczynska,Marta Mazurek|Michalina Olszanska,5.1
Ladri di biciclette,1948,Vittorio De Sica,Lamberto Maggiorani|Enzo Staiola,7.8
Splice,2009,Vincenzo Natali,Adrien Brody|Sarah Polley,5.2
The World Is Not Enough,1999,Michael Apted,Pierce Brosnan|Sophie Marceau,7.0
Third Person,2013,Paul Haggis,Liam Neeson|Olivia Wilde,6.7
Kumonosu jô,1957,Akira Kurosawa,Toshirô Mifune|Isuzu Yamada,7.9
Intimacy,2001,Patrice Chéreau,Mark Rylance|Kerry Fox,6.0
The Good Shepherd,2006,Robert De Niro,Matt Damon|Angelina Jolie,7.0
Elegy,2008,Isabel Coixet,Penélope Cruz|Ben Kingsley,7.1
Goldfinger,1964,Guy Hamilton,Sean Connery|Honor Blackman,7.4
Fatal Attraction,1987,Adrian Lyne,Michael Douglas|Glenn Close,7.2
Byzantium,2012,Neil Jordan,Gemma Arterton|Saoirse Ronan,5.8
Stranger Than Fiction,2006,Marc Forster,Will Ferrell|Maggie Gyllenhaal,7.2
Drive Angry,2011,Patrick Lussier,Nicolas Cage|Amber Heard,5.7
Hardkor Disko,2014,Krzysztof Skonieczny,Marcin Kowalczyk|Jasmina Polak,5.7
House of Sand and Fog,2003,Vadim Perelman,Ron Eldard|Ben Kingsley,7.4
Gomorra,2008,Matteo Garrone,Salvatore Abruzzese|Salvatore Ruocco,6.3
Gone Baby Gone,2007,Ben Affleck,Casey Affleck|Michelle Monaghan,7.2
Sophie Scholl - Die letzten Tage,2005,Marc Rothemund,Julia Jentsch|Fabian Hinrichs,6.9
Big Daddy,1999,Dennis Dugan,Adam Sandler|Joey Lauren Adams,6.9
The Man Who Wasn't There,2001,Ethan Coen,Billy Bob Thornton|Frances McDormand,7.5
The Scorpion King,2002,Chuck Russell,Dwayne Johnson|Steven Brand,6.2
Everything You Always Wanted to Know About Sex * But Were Afraid to Ask,1972,Woody Allen,Woody Allen|John Carradine,7.3
This Is England,2006,Shane Meadows,Thomas Turgoose|Stephen Graham,7.6
Night at the Museum: Secret of the Tomb,2014,Shawn Levy,Ben Stiller|Robin Williams,6.5
Before I Wake,2016,Mike Flanagan,Kate Bosworth|Thomas Jane,5.9
Suburbicon,2017,George Clooney,Matt Damon|Julianne Moore,5.8
It Comes at Night,2017,Trey Edward Shults,Joel Edgerton|Christopher Abbott,5.4
White Bird in a Blizzard,2014,Gregg Araki,Shailene Woodley|Eva Green,6.4
Every Day,2018,Michael Sucsy,Angourie Rice|Justice Smith,6.5
Wild Child,2008,Nick Moore,Emma Roberts|Juno Temple,6.5
The School of Rock,2003,Richard Linklater,Jack Black|Joan Cusack,6.7
Obce niebo,2015,Dariusz Gajewski,Agnieszka Grochowska|Bartlomiej Topa,6.4
Fasandræberne,2014,Mikkel Nørgaard,Nikolaj Lie Kaas|Fares Fares,7.1
Ja wam pokaze!,2006,Denis Delic,Grazyna Wolszczak|Pawel Delag,4.0
All the President's Men,1976,Alan J. Pakula,Robert Redford|Dustin Hoffman,7.6
Rozmowy noca,2008,Maciej Zak,Marcin Dorocinski|Magdalena Rozczka,5.8
Kamper,2016,Lukasz Grzegorzek,Piotr Zurawski|Marta Nieradkiewicz,6.1
Reign of Fire,2002,Rob Bowman,Christian Bale|Matthew McConaughey,6.3
The Paperboy,2012,Lee Daniels,Zac Efron|Matthew McConaughey,5.9
The Great Escape,1963,John Sturges,Steve McQueen|James Garner,7.8
I Give It a Year,2013,Dan Mazer,Rose Byrne|Rafe Spall,5.6
Cinderella,1950,Hamilton Luske,None,7.4
My Big Fat Greek Wedding,2002,Joel Zwick,Nia Vardalos|John Corbett,6.4
Chasing Liberty,2004,Andy Cadiff,Mandy Moore|Matthew Goode,6.3
Song for a Raggy Boy,2003,Aisling Walsh,Aidan Quinn|Alan Devlin,7.8
Force Majeure,2014,Ruben Östlund,Johannes Kuhnke|Lisa Loven Kongsli,6.5
Pathology,2008,Marc Schölermann,Milo Ventimiglia|Michael Weston,6.6
Breathe,2017,Andy Serkis,Andrew Garfield|Claire Foy,7.0
Bumblebee,2018,Travis Knight,Hailee Steinfeld|Jorge Lendeborg Jr.,6.5
Rambo III,1988,Peter MacDonald,Sylvester Stallone|Richard Crenna,6.8
Ambassada,2013,Juliusz Machulski,Magdalena Graziowska|Bartosz Porczyk,5.3
Obietnica,2014,Anna Kazejak,Eliza Rycembel|Mateusz Wieclawek,4.4
Gotowi na wszystko. Exterminator,2017,Michal Rogalski,Pawel Domagala|Krzysztof Czeczot,6.7
Baczynski,2013,Kordian Piwowarski,Mateusz Kosciukiewicz|Katarzyna Zawadzka,6.5
Laurence Anyways,2012,Xavier Dolan,Melvil Poupaud|Suzanne Clément,7.4
Thirteen,2003,Catherine Hardwicke,Holly Hunter|Deborah Kara Unger,6.7
Aus dem Nichts,2017,Fatih Akin,Diane Kruger|Denis Moschitto,7.1
Forushande,2016,Asghar Farhadi,Shahab Hosseini|Taraneh Alidoosti,6.9
Lawrence of Arabia,1962,David Lean,Donald Wolfit|Peter O'Toole,7.6
What Happened to Monday,2017,Tommy Wirkola,Noomi Rapace|Glenn Close,6.8
Offret Sacrificatio,1986,Andriej Tarkowski,Erland Josephson|Susan Fleetwood,7.8
The Road to El Dorado,2000,Jeffrey Katzenberg,None,7.5
The Ballad of Buster Scruggs,2018,Ethan Coen,Tim Blake Nelson|James Franco,7.0
The Boondock Saints II: All Saints Day,2009,Troy Duffy,Sean Patrick Flanery|Norman Reedus,6.8
Pina,2011,Wim Wenders,None,7.6
Defiance,2008,Edward Zwick,Daniel Craig|Liev Schreiber,6.5
Upgrade,2018,Leigh Whannell,Logan Marshall-Green|Betty Gabriel,7.4
Doctor Sleep,2019,Mike Flanagan,Ewan McGregor|Rebecca Ferguson,7.2
Valhalla Rising,2009,Nicolas Winding Refn,Mads Mikkelsen|Maarten Stevenson,6.2
Rush Hour 2,2001,Brett Ratner,Jackie Chan|Chris Tucker,7.2
Jak sie pozbyc cellulitu,2011,Andrzej Saramonowicz,Magdalena Boczarska|Dominika Kluzniak,4.9
Hesher,2010,Spencer Susser,Natalie Portman|Rainn Wilson,7.0
American Pastoral,2016,Ewan McGregor,Ewan McGregor|Jennifer Connelly,6.1
Proof,2005,John Madden,Gwyneth Paltrow|Anthony Hopkins,6.8
Io sono l'amore,2009,Luca Guadagnino,Tilda Swinton|Flavio Parenti,6.8
Walk of Shame,2014,Steven Brill,Elizabeth Banks|James Marsden,6.1
Conspiracy Theory,1997,Richard Donner,Mel Gibson|Julia Roberts,7.3
The Nutcracker and the Four Realms,2018,Lasse Hallström,Keira Knightley|Mackenzie Foy,5.7
Heima,2007,Dean DeBlois,None,8.2
Po prostu przyjazn,2016,Filip Zylber,Agnieszka Wiedlocha|Magdalena Rozczka,6.1
Grave,2016,Julia Ducournau,Garance Marillier|Ella Rumpf,5.8
Sideways,2004,Alexander Payne,Paul Giamatti|Thomas Haden Church,7.0
I Know What You Did Last Summer,1997,Jim Gillespie,Jennifer Love Hewitt|Sarah Michelle Gellar,6.1
Julieta,2016,Pedro Almodóvar,Emma Suárez|Adriana Ugarte,6.9
Mortal Kombat,1995,Paul W.S. Anderson,Christopher Lambert|Robin Shou,6.5
Sleeping Beauty,1959,Clyde Geronimi,Taylor Holmes,7.4
Beyond Borders,2003,Martin Campbell,Angelina Jolie|Clive Owen,7.4
Ransom,1996,Ron Howard,Mel Gibson|Rene Russo,7.3
Mary Queen of Scots,2018,Josie Rourke,Saoirse Ronan|Margot Robbie,6.1
The Infiltrator,2016,Brad Furman,Bryan Cranston|John Leguizamo,7.1
French Kiss,1995,Lawrence Kasdan,Kevin Kline|Meg Ryan,6.9
Mother's Day,2016,Garry Marshall,Jennifer Aniston|Kate Hudson,6.3
La soupe aux choux,1981,Jean Girault,Louis de Funès|Jean Carmet,7.3
Akademia pana Kleksa,1983,Krzysztof Gradowski,Piotr Fronczewski|Leon Niemczyk,6.9
Porady na zdrady,2017,Ryszard Zatorski,Magdalena Lamparska|Mikolaj Roznerski,5.1
Norbit,2007,Brian Robbins,Eddie Murphy|Thandie Newton,5.6
Good Night and Good Luck.,2005,George Clooney,David Strathairn|George Clooney,7.1
The Lego Batman Movie,2017,Chris McKay,None,7.3
A Few Best Men,2011,Stephan Elliott,Xavier Samuel|Kris Marshall,6.1
All These Sleepless Nights,2016,Michal Marczak,None,5.5
Tucker and Dale vs. Evil,2010,Eli Craig,Alan Tudyk|Tyler Labine,6.8
The Ultimate Gift,2006,Michael O. Sajbel,Drew Fuller|Bill Cobbs,7.6
The Adventures of Tintin,2011,Steven Spielberg,None,7.0
I Daniel Blake,2016,Ken Loach,Dave Johns|Hayley Squires,7.4
Restless,2011,Gus Van Sant,Henry Hopper|Mia Wasikowska,6.9
A Girl Walks Home Alone at Night,2014,Ana Lily Amirpour,Sheila Vand|Arash Marandi,6.9
Hunt for the Wilderpeople,2016,Taika Waititi,Julian Dennison|Sam Neill,7.5
Insidious: Chapter 3,2015,Leigh Whannell,Dermot Mulroney|Stefanie Scott,6.2
Mortal Engines,2018,Christian Rivers,Hera Hilmar|Robert Sheehan,5.9
Testament of Youth,2014,James Kent,Alicia Vikander|Kit Harington,7.3
